idade,dx,grupo,sexo,info
77,3028.9,bpc,f,top
78,3207.7,bpc,f,top
79,3386.4,bpc,f,top
80,3593.2,bpc,f,top
81,3662.5,bpc,f,top
82,3739.6,bpc,f,top
83,3784.2,bpc,f,top
84,3802.3,bpc,f,top
85,3801.9,bpc,f,top
86,3773.3,bpc,f,top
87,3707.9,bpc,f,top
88,3603.3,bpc,f,top
89,3484.6,bpc,f,top
90,3332.3,bpc,f,top
91,3141.1,bpc,f,top
92,2934.4,bpc,f,top
93,2703.2,bpc,f,top
94,2457.4,bpc,f,top
95,2208.4,bpc,f,top
96,1961.6,bpc,f,top
97,1719.1,bpc,f,top
98,1486.4,bpc,f,top
99,1267.6,bpc,f,top
100,1064.8,bpc,f,top
101,882,bpc,f,top
102,720.7,bpc,f,top
103,581.1,bpc,f,top
104,462.8,bpc,f,top
105,1549.4,bpc,f,top
65,1446.8,bpc,f,van
66,1536.1,bpc,f,van
67,1632.8,bpc,f,van
68,1743.9,bpc,f,van
69,1867.6,bpc,f,van
70,2001.9,bpc,f,van
71,2144.6,bpc,f,van
72,2293.2,bpc,f,van
73,2445.3,bpc,f,van
74,2597.9,bpc,f,van
75,2748.3,bpc,f,van
76,2893.5,bpc,f,van
77,3030.6,bpc,f,van
78,3156.6,bpc,f,van
79,3268.8,bpc,f,van
80,3364.4,bpc,f,van
81,3441.1,bpc,f,van
82,3496.8,bpc,f,van
83,3529.8,bpc,f,van
84,3539,bpc,f,van
85,3523.5,bpc,f,van
86,3483.2,bpc,f,van
87,3418.4,bpc,f,van
88,3330,bpc,f,van
89,3219.4,bpc,f,van
90,3088.5,bpc,f,van
91,2939.7,bpc,f,van
92,2775.8,bpc,f,van
93,2599.6,bpc,f,van
94,2414.3,bpc,f,van
95,2223.3,bpc,f,van
96,2029.7,bpc,f,van
97,1836.7,bpc,f,van
98,1647.1,bpc,f,van
99,1463.6,bpc,f,van
100,1288.4,bpc,f,van
101,1123.4,bpc,f,van
102,970.1,bpc,f,van
103,829.4,bpc,f,van
104,702,bpc,f,van
105,2915.2,bpc,f,van
65,1405.2,bpc,f,gom
66,1521.7,bpc,f,gom
67,1636,bpc,f,gom
68,1756.3,bpc,f,gom
69,1882.3,bpc,f,gom
70,2013.8,bpc,f,gom
71,2150.1,bpc,f,gom
72,2290.8,bpc,f,gom
73,2434.9,bpc,f,gom
74,2581.5,bpc,f,gom
75,2729.2,bpc,f,gom
76,2876.5,bpc,f,gom
77,3021.7,bpc,f,gom
78,3162.5,bpc,f,gom
79,3296.7,bpc,f,gom
80,3421.7,bpc,f,gom
81,3534.4,bpc,f,gom
82,3631.8,bpc,f,gom
83,3710.7,bpc,f,gom
84,3767.8,bpc,f,gom
85,3799.8,bpc,f,gom
86,3803.6,bpc,f,gom
87,3776.7,bpc,f,gom
88,3716.7,bpc,f,gom
89,3622.3,bpc,f,gom
90,3493.1,bpc,f,gom
91,3329.6,bpc,f,gom
92,3133.8,bpc,f,gom
93,2908.9,bpc,f,gom
94,2659.5,bpc,f,gom
95,2391.5,bpc,f,gom
96,2111.9,bpc,f,gom
97,1828.4,bpc,f,gom
98,1548.9,bpc,f,gom
99,1281.3,bpc,f,gom
100,1032.8,bpc,f,gom
101,809,bpc,f,gom
102,614.2,bpc,f,gom
103,450.5,bpc,f,gom
104,318.3,bpc,f,gom
105,543.6,bpc,f,gom
