"idade","sexo","grupo","pop","obito","mx","gomp"
69,"m","atc",109704,2254,0.0205461970393058,0.0206353875714098
70,"m","atc",98756,2257,0.0228543075863745,0.0227658655119701
71,"m","atc",93089,2357,0.0253198551923428,0.0251163023091067
72,"m","atc",83205,2289,0.0275103659635839,0.0277094073735414
73,"m","atc",74374,2303,0.0309651222201307,0.0305702347241806
74,"m","atc",67897,2237,0.0329469637833778,0.0337264250546135
75,"m","atc",65922,2438,0.0369831012408604,0.0372084727915006
76,"m","atc",59826,2492,0.0416541303112359,0.0410500207251125
77,"m","atc",53131,2458,0.0462630102953078,0.0452881850586755
78,"m","atc",47716,2387,0.0500251487970492,0.0499639140170791
79,"m","atc",45099,2462,0.0545910108871594,0.0551223834797472
80,"m","atc",39886,2419,0.0606478463621321,0.0608134334601904
81,"m","atc",33745,2241,0.0664098384945918,0.0670920496494098
82,"m","atc",29150,2126,0.0729331046312178,0.0740188946757221
83,"m","atc",26690,2183,0.081790932933683,0.0816608942139217
84,"m","atc",23471,2128,0.0906650760512974,0.0900918836066402
85,"m","atc",20155,1968,0.097643264698586,0.0993933212454179
86,"m","atc",16533,1847,0.111715962015363,0.109655075604022
87,"m","atc",13502,1709,0.126573840912457,0.120976293528153
88,"m","atc",11085,1485,0.133964817320704,0.133466358170776
89,"m","atc",8832,1237,0.140058876811594,0.147245945828423
90,"m","atc",6988,1167,0.167000572409845,0.162448191889409
91,"m","atc",5301,933,0.176004527447651,0.179219977159089
92,"m","atc",3982,769,0.193119035660472,0.197723346990348
93,"m","atc",2954,663,0.224441435341909,0.218137076930673
94,"m","atc",2074,493,0.237704918032787,0.240658400012726
95,"m","atc",1310,345,0.263358778625954,0.265504912377148
96,"m","atc",979,269,0.274770173646578,0.292916675639284
97,"m","atc",675,188,0.278518518518518,0.32315853631247
98,"m","atc",429,145,0.337995337995338,0.356522684697614
99,"m","atc",288,102,0.354166666666667,0.393331477962539
100,"m","atc",202,56,0.277227722772277,0.433940554687039
101,"m","atc",123,51,0.414634146341463,0.478742270965736
102,"m","atc",63,27,0.428571428571429,0.528169491267592
103,"m","atc",45,21,0.466666666666667,0.58269977067856
104,"m","atc",22,10,0.454545454545455,0.642859968935278
105,"m","atc",15,6,0.4,0.70923134082962
106,"m","atc",6,1,0.166666666666667,0.782455152166462
107,"m","atc",5,3,0.6,0.863238875534859
108,"m","atc",2,0,0,0.952363025754805
109,"m","atc",2,0,0,1.0506887010422
110,"m","atc",1,0,0,1.15916590275309
111,"m","atc",0,0,NA,1.27884271409085
112,"m","atc",2,0,0,1.41087542645879
113,"m","atc",0,0,NA,1.55653971129702
114,"m","atc",0,0,NA,1.71724294534333
115,"m","atc",0,0,NA,1.89453780840205
65,"m","api.urb",90943,1092,0.0120075211945944,0.0159035979741721
66,"m","api.urb",97334,1657,0.0170238560009863,0.0174483089147716
67,"m","api.urb",96437,1832,0.0189968580524073,0.0191430570918431
68,"m","api.urb",87025,1825,0.0209709853490376,0.0210024155699884
69,"m","api.urb",77805,1804,0.0231861705545916,0.0230423728905058
70,"m","api.urb",72380,1898,0.026222713456756,0.0252804705561499
71,"m","api.urb",71179,1876,0.0263560881720732,0.0277359538697377
72,"m","api.urb",63795,1900,0.0297828983462654,0.0304299374236559
73,"m","api.urb",57595,1945,0.0337702925601181,0.033385586663307
74,"m","api.urb",52548,2057,0.0391451625180787,0.0366283170857495
75,"m","api.urb",54253,2112,0.0389287228356036,0.0401860127864326
76,"m","api.urb",48409,2210,0.0456526678923341,0.0440892662332995
77,"m","api.urb",42558,2098,0.0492974293904789,0.048371641330066
78,"m","api.urb",37286,2128,0.057072359598777,0.0530699620307436
79,"m","api.urb",34221,1930,0.056398118114608,0.058224628987191
80,"m","api.urb",28267,1749,0.0618742703505855,0.0638799669525323
81,"m","api.urb",23921,1607,0.0671794657413988,0.070084605927748
82,"m","api.urb",21521,1698,0.0788996793829283,0.0768918993289025
83,"m","api.urb",21178,1716,0.0810274813485693,0.0843603827708082
84,"m","api.urb",19355,1783,0.0921208989925084,0.092554277412188
85,"m","api.urb",18143,1837,0.10125117125062,0.101544042190578
86,"m","api.urb",16224,1798,0.110823471400394,0.111406979695614
87,"m","api.urb",14617,1799,0.123075870561675,0.122227900890582
88,"m","api.urb",12810,1809,0.141217798594848,0.134099854398135
89,"m","api.urb",10334,1446,0.139926456357654,0.147124926621289
90,"m","api.urb",8229,1294,0.157248754405153,0.161415119579882
91,"m","api.urb",6415,1075,0.167575993764614,0.177093314010988
92,"m","api.urb",4836,924,0.19106699751861,0.194294326014942
93,"m","api.urb",3615,737,0.20387275242047,0.21316606633302
94,"m","api.urb",2525,589,0.233267326732673,0.23387081222536
95,"m","api.urb",1712,448,0.261682242990654,0.256586602885945
96,"m","api.urb",1305,353,0.270498084291188,0.281508770393754
97,"m","api.urb",963,265,0.275181723779855,0.30885161936467
98,"m","api.urb",525,166,0.316190476190476,0.338850269747386
99,"m","api.urb",415,116,0.279518072289157,0.371762678609452
100,"m","api.urb",228,91,0.399122807017544,0.407871858298678
101,"m","api.urb",146,45,0.308219178082192,0.447488310053798
102,"m","api.urb",75,22,0.293333333333333,0.490952693990883
103,"m","api.urb",42,16,0.380952380952381,0.538638758424614
104,"m","api.urb",27,12,0.444444444444444,0.590956553713496
105,"m","api.urb",15,13,0.866666666666667,0.648355958264762
106,"m","api.urb",10,2,0.2,0.711330547018888
107,"m","api.urb",5,1,0.2,0.780421835678673
108,"m","api.urb",2,0,0,0.856223937178811
109,"m","api.urb",0,0,NA,0.939388670436734
110,"m","api.urb",1,0,0,1.03063116531465
111,"m","api.urb",0,0,NA,1.13073601198959
112,"m","api.urb",1,0,0,1.24056400760962
113,"m","api.urb",1,0,0,1.36105955825047
114,"m","api.urb",0,0,NA,1.49325879982155
115,"m","api.urb",0,0,NA,1.63829850775285
65,"m","api.rur",127085,1902,0.0149663610969036,0.0148613797102715
66,"m","api.rur",119270,1938,0.0162488471535172,0.016299909478794
67,"m","api.rur",122826,2194,0.0178626675133929,0.0178776839160665
68,"m","api.rur",113903,2236,0.0196307384353353,0.0196081814207983
69,"m","api.rur",106079,2274,0.0214368536656643,0.0215061850537256
70,"m","api.rur",100923,2442,0.0241966647840433,0.0235879088243493
71,"m","api.rur",101898,2611,0.0256236628785648,0.025871136201789
72,"m","api.rur",95841,2634,0.0274830187498044,0.0283753720330053
73,"m","api.rur",88737,2790,0.0314412251935495,0.0311220091661758
74,"m","api.rur",81215,2805,0.0345379548113033,0.034134511202634
75,"m","api.rur",89621,3328,0.0371341538255543,0.0374386129385593
76,"m","api.rur",76701,3108,0.040520984081042,0.0410625402087227
77,"m","api.rur",69023,3091,0.0447821740579227,0.0450372510103431
78,"m","api.rur",63957,3253,0.0508622981065403,0.0493966999668904
79,"m","api.rur",64516,3457,0.0535836071672143,0.054178128391065
80,"m","api.rur",54910,3278,0.0596976871243854,0.0594223824248619
81,"m","api.rur",49493,3343,0.0675449053401491,0.0651742619744846
82,"m","api.rur",47775,3553,0.0743694400837258,0.0714829034209432
83,"m","api.rur",47017,3744,0.0796307718484803,0.0784021993757038
84,"m","api.rur",41913,3622,0.0864171020924296,0.0859912590672229
85,"m","api.rur",37490,3620,0.0965590824219792,0.094314913291294
86,"m","api.rur",30302,3377,0.11144478912283,0.103444268238828
87,"m","api.rur",25859,3024,0.11694187710275,0.11345731293223
88,"m","api.rur",22673,3004,0.132492391831694,0.124439585459509
89,"m","api.rur",19867,2728,0.137313132329994,0.136484903697518
90,"m","api.rur",17754,2623,0.147741354061057,0.149696166766659
91,"m","api.rur",14791,2252,0.152254749509837,0.164186234063621
92,"m","api.rur",12149,2046,0.168408922545065,0.180078889381409
93,"m","api.rur",9810,1754,0.178797145769623,0.197509898352842
94,"m","api.rur",8440,1492,0.176777251184834,0.216628168250895
95,"m","api.rur",8015,1374,0.171428571428571,0.237597020053666
96,"m","api.rur",6330,1139,0.179936808846761,0.260595583640814
97,"m","api.rur",5417,1042,0.192357393391176,0.285820328040131
98,"m","api.rur",4440,838,0.188738738738739,0.313486739796666
99,"m","api.rur",3540,644,0.181920903954802,0.343831163802121
100,"m","api.rur",2661,505,0.18977827884254,0.377112822310128
101,"m","api.rur",1750,409,0.233714285714286,0.413616029385154
102,"m","api.rur",1206,271,0.224709784411277,0.453652619702362
103,"m","api.rur",1011,229,0.22650840751731,0.497564612446817
104,"m","api.rur",728,176,0.241758241758242,0.545727133068868
105,"m","api.rur",541,110,0.203327171903882,0.598551617855257
106,"m","api.rur",267,49,0.183520599250936,0.65648932869155
107,"m","api.rur",232,46,0.198275862068966,0.720035208041325
108,"m","api.rur",197,46,0.233502538071066,0.789732107073911
109,"m","api.rur",121,16,0.132231404958678,0.86617542306015
110,"m","api.rur",59,8,0.135593220338983,0.950018185651928
111,"m","api.rur",23,4,0.173913043478261,1.04197663549582
112,"m","api.rur",18,5,0.277777777777778,1.1428363428371
113,"m","api.rur",23,1,0.0434782608695652,1.25345891838331
114,"m","api.rur",17,3,0.176470588235294,1.37478937375604
115,"m","api.rur",0,1,0,1.50786419440877
65,"m","bpc",34306,691,0.0201422491692415,0.0266881964582887
66,"m","bpc",47748,1420,0.0297394655273519,0.0286559410181878
67,"m","bpc",53674,1715,0.0319521556060662,0.0307687691418661
68,"m","bpc",54858,1866,0.0340150935141638,0.0330373779700544
69,"m","bpc",53099,1973,0.0371570086065651,0.0354732533532226
70,"m","bpc",52914,2033,0.0384208338057981,0.0380887280038539
71,"m","bpc",55466,2217,0.0399704323369271,0.0408970439363372
72,"m","bpc",52436,2294,0.0437485696849493,0.0439124195106085
73,"m","bpc",47478,2236,0.0470954968617044,0.0471501214189804
74,"m","bpc",44379,2245,0.0505869893418058,0.0506265419806239
75,"m","bpc",47220,2380,0.0504023718763236,0.0543592821350427
76,"m","bpc",37650,2234,0.05933598937583,0.0583672405547292
77,"m","bpc",31482,1940,0.0616225144527031,0.062670709328177
78,"m","bpc",27787,1910,0.0687371792564868,0.067291476697687
79,"m","bpc",29267,2071,0.07076229200123,0.0722529373721239
80,"m","bpc",25923,2103,0.0811248698067353,0.0775802109731305
81,"m","bpc",20592,1698,0.0824592074592075,0.0833002692144878
82,"m","bpc",17596,1577,0.089622641509434,0.0894420724585217
83,"m","bpc",15309,1487,0.0971324057743811,0.0960367163409369
84,"m","bpc",12786,1318,0.103081495385578,0.10311758920643
85,"m","bpc",10622,1083,0.101958199962342,0.110720541152171
86,"m","bpc",7311,877,0.119956230337847,0.11888406553501
87,"m","bpc",5908,746,0.126269465132024,0.12764949386138
88,"m","bpc",4516,620,0.137289636846767,0.137061205046591
89,"m","bpc",3223,455,0.141172820353708,0.147166850103017
90,"m","bpc",2356,328,0.139219015280136,0.15801759339473
91,"m","bpc",1699,240,0.141259564449676,0.169668371680058
92,"m","bpc",1364,215,0.157624633431085,0.182178172253588
93,"m","bpc",993,175,0.176233635448137,0.195610331595813
94,"m","bpc",808,142,0.175742574257426,0.210032856042502
95,"m","bpc",788,122,0.154822335025381,0.225518766097294
96,"m","bpc",494,93,0.188259109311741,0.242146466130777
97,"m","bpc",458,83,0.181222707423581,0.260000141337804
98,"m","bpc",320,59,0.184375,0.279170183962829
99,"m","bpc",296,55,0.185810810810811,0.299753650951219
100,"m","bpc",217,56,0.258064516129032,0.321854755343605
101,"m","bpc",161,34,0.211180124223602,0.345585393901172
102,"m","bpc",176,32,0.181818181818182,0.371065713633246
103,"m","bpc",137,14,0.102189781021898,0.398424720095449
104,"m","bpc",94,11,0.117021276595745,0.427800930538235
105,"m","bpc",80,15,0.1875,0.459343075212642
106,"m","bpc",43,7,0.162790697674419,0.493210850383948
107,"m","bpc",45,5,0.111111111111111,0.529575726865692
108,"m","bpc",59,9,0.152542372881356,0.568621818167635
109,"m","bpc",68,13,0.191176470588235,0.610546812653043
110,"m","bpc",40,7,0.175,0.655562974424761
111,"m","bpc",20,3,0.15,0.703898218007506
112,"m","bpc",10,0,0,0.755797262267453
113,"m","bpc",6,2,0.333333333333333,0.811522869411335
114,"m","bpc",4,2,0.5,0.871357175338061
115,"m","bpc",3,0,0,0.935603118078336
