ano;idade;sexo;grupo;pop;obito
2012;87;m;atc;10774;1376
2012;88;m;atc;8637;1235
2012;89;m;atc;6879;1023
2012;90;m;atc;5280;894
2012;91;m;atc;3949;682
2012;92;m;atc;2743;564
2012;93;m;atc;2119;444
2012;94;m;atc;1493;381
2012;95;m;atc;1026;227
2012;96;m;atc;744;198
2012;97;m;atc;498;160
2012;98;m;atc;334;95
2012;99;m;atc;236;68
2012;100;m;atc;133;45
2012;101;m;atc;72;25
2012;102;m;atc;51;24
2012;103;m;atc;19;11
2012;104;m;atc;22;9
2012;105;m;atc;9;5
2012;106;m;atc;3;1
2012;107;m;atc;3;1
2012;108;m;atc;1;1
2012;109;m;atc;4;1
2012;110;m;atc;0;0
2012;111;m;atc;0;0
2012;112;m;atc;0;0
2012;113;m;atc;0;0
2012;114;m;atc;0;0
2012;115;m;atc;0;0
2012;65;m;total;450473;9166
2012;66;m;total;436824;9660
2012;67;m;total;419277;10123
2012;68;m;total;422424;10825
2012;69;m;total;394216;10981
2012;70;m;total;363019;10876
2012;71;m;total;338221;11135
2012;72;m;total;356629;12353
2012;73;m;total;314984;11782
2012;74;m;total;282470;11821
2012;75;m;total;259087;11681
2012;76;m;total;257374;12298
2012;77;m;total;225674;12031
2012;78;m;total;197540;11483
2012;79;m;total;183307;11289
2012;80;m;total;176547;11441
2012;81;m;total;161114;11546
2012;82;m;total;147728;11529
2012;83;m;total;125960;10576
2012;84;m;total;110448;10042
2012;85;m;total;97537;9463
2012;86;m;total;83399;8812
2012;87;m;total;71889;8374
2012;88;m;total;59320;7238
2012;89;m;total;49367;6369
2012;90;m;total;38938;5436
2012;91;m;total;31721;4660
2012;92;m;total;26897;4319
2012;93;m;total;21141;3580
2012;94;m;total;17392;3046
2012;95;m;total;13326;2389
2012;96;m;total;10477;2009
2012;97;m;total;7864;1617
2012;98;m;total;5332;1130
2012;99;m;total;3930;890
2012;100;m;total;2933;642
2012;101;m;total;2101;535
2012;102;m;total;1580;313
2012;103;m;total;786;213
2012;104;m;total;703;156
2012;105;m;total;619;158
2012;106;m;total;414;100
2012;107;m;total;222;49
2012;108;m;total;130;31
2012;109;m;total;74;23
2012;110;m;total;67;15
2012;111;m;total;67;32
2012;112;m;total;14;7
2012;113;m;total;6;3
2012;114;m;total;4;2
2012;115;m;total;2;3
2012;65;m;api.urb;70505;962
2012;66;m;api.urb;73603;1280
2012;67;m;api.urb;71695;1461
2012;68;m;api.urb;72427;1668
2012;69;m;api.urb;66154;1558
2012;70;m;api.urb;60915;1647
2012;71;m;api.urb;56601;1624
2012;72;m;api.urb;59094;1854
2012;73;m;api.urb;53903;1936
2012;74;m;api.urb;47770;1949
2012;75;m;api.urb;42440;1742
2012;76;m;api.urb;39145;1733
2012;77;m;api.urb;32920;1679
2012;78;m;api.urb;28347;1604
2012;79;m;api.urb;26009;1560
2012;80;m;api.urb;26057;1635
2012;81;m;api.urb;24608;1823
2012;82;m;api.urb;23641;1926
2012;83;m;api.urb;21724;1830
2012;84;m;api.urb;20230;1923
2012;85;m;api.urb;18283;1903
2012;86;m;api.urb;15252;1740
2012;87;m;api.urb;12533;1553
2012;88;m;api.urb;10106;1388
2012;89;m;api.urb;8109;1142
2012;90;m;api.urb;6307;946
2012;91;m;api.urb;4649;831
2012;92;m;api.urb;3525;744
2012;93;m;api.urb;2689;601
2012;94;m;api.urb;2047;444
2012;95;m;api.urb;1343;330
2012;96;m;api.urb;952;245
2012;97;m;api.urb;627;189
2012;98;m;api.urb;390;131
2012;99;m;api.urb;252;75
2012;100;m;api.urb;137;58
2012;101;m;api.urb;93;49
2012;102;m;api.urb;45;7
2012;103;m;api.urb;29;10
2012;104;m;api.urb;15;6
2012;105;m;api.urb;6;2
2012;106;m;api.urb;3;4
2012;107;m;api.urb;3;4
2012;108;m;api.urb;3;1
2012;109;m;api.urb;3;1
2012;110;m;api.urb;3;1
2012;111;m;api.urb;0;1
2012;112;m;api.urb;0;0
2012;113;m;api.urb;0;0
2012;114;m;api.urb;0;0
2012;115;m;api.urb;0;0
2012;65;m;api.rur;117372;1740
2012;66;m;api.rur;110846;1795
2012;67;m;api.rur;106476;1887
2012;68;m;api.rur;108327;2075
2012;69;m;api.rur;102608;2184
2012;70;m;api.rur;95561;2257
2012;71;m;api.rur;88273;2319
2012;72;m;api.rur;98211;2812
2012;73;m;api.rur;84903;2665
2012;74;m;api.rur;77576;2797
2012;75;m;api.rur;72769;2961
2012;76;m;api.rur;74109;3163
2012;77;m;api.rur;64129;3110
2012;78;m;api.rur;58759;3079
2012;79;m;api.rur;57856;3310
2012;80;m;api.rur;58039;3586
2012;81;m;api.rur;52863;3676
2012;82;m;api.rur;48390;3666
2012;83;m;api.rur;40322;3427
2012;84;m;api.rur;35281;3129
2012;85;m;api.rur;31720;3139
2012;86;m;api.rur;28606;3054
2012;87;m;api.rur;26236;3079
2012;88;m;api.rur;22240;2796
2012;89;m;api.rur;19028;2496
2012;90;m;api.rur;15613;2203
2012;91;m;api.rur;13722;2045
2012;92;m;api.rur;12952;2001
2012;93;m;api.rur;10658;1761
2012;94;m;api.rur;9368;1579
2012;95;m;api.rur;7723;1335
2012;96;m;api.rur;6270;1187
2012;97;m;api.rur;4869;971
2012;98;m;api.rur;3404;691
2012;99;m;api.rur;2432;556
2012;100;m;api.rur;1967;413
2012;101;m;api.rur;1424;369
2012;102;m;api.rur;1109;215
2012;103;m;api.rur;546;156
2012;104;m;api.rur;475;110
2012;105;m;api.rur;422;119
2012;106;m;api.rur;239;58
2012;107;m;api.rur;118;27
2012;108;m;api.rur;59;20
2012;109;m;api.rur;40;17
2012;110;m;api.rur;38;10
2012;111;m;api.rur;36;25
2012;112;m;api.rur;2;4
2012;113;m;api.rur;2;3
2012;114;m;api.rur;1;0
2012;115;m;api.rur;0;0
2012;65;m;bpc;35145;846
2012;66;m;bpc;49315;1435
2012;67;m;bpc;53453;1766
2012;68;m;bpc;58490;1993
2012;69;m;bpc;57087;2161
2012;70;m;bpc;53145;2115
2012;71;m;bpc;50699;2267
2012;72;m;bpc;54840;2471
2012;73;m;bpc;44611;2150
2012;74;m;bpc;37713;2016
2012;75;m;bpc;33769;1937
2012;76;m;bpc;36109;2171
2012;77;m;bpc;32415;2136
2012;78;m;bpc;26179;1894
2012;79;m;bpc;22950;1720
2012;80;m;bpc;20254;1700
2012;81;m;bpc;17072;1464
2012;82;m;bpc;14514;1298
2012;83;m;bpc;10434;1083
2012;84;m;bpc;8559;961
2012;85;m;bpc;6603;709
2012;86;m;bpc;4782;591
2012;87;m;bpc;3607;488
2012;88;m;bpc;2612;381
2012;89;m;bpc;2182;321
2012;90;m;bpc;1625;272
2012;91;m;bpc;1329;208
2012;92;m;bpc;1302;195
2012;93;m;bpc;861;164
2012;94;m;bpc;767;123
2012;95;m;bpc;604;121
2012;96;m;bpc;518;93
2012;97;m;bpc;451;85
2012;98;m;bpc;323;74
2012;99;m;bpc;333;68
2012;100;m;bpc;235;56
2012;101;m;bpc;183;39
2012;102;m;bpc;150;34
2012;103;m;bpc;77;11
2012;104;m;bpc;89;18
2012;105;m;bpc;118;22
2012;106;m;bpc;132;29
2012;107;m;bpc;70;15
2012;108;m;bpc;40;6
2012;109;m;bpc;19;4
2012;110;m;bpc;15;3
2012;111;m;bpc;12;2
2012;112;m;bpc;6;2
2012;113;m;bpc;2;0
2012;114;m;bpc;1;1
2012;115;m;bpc;1;2
2013;65;m;atc;139757;1960
2013;66;m;atc;128711;2095
2013;67;m;atc;113773;2024
2013;68;m;atc;102997;2042
2013;69;m;atc;97518;2081
2013;70;m;atc;87530;2166
2013;71;m;atc;78726;2114
2013;72;m;atc;72259;2204
2013;73;m;atc;70633;2248
2013;74;m;atc;64502;2301
2013;75;m;atc;57866;2323
2013;76;m;atc;52396;2366
2013;77;m;atc;50096;2371
2013;78;m;atc;44696;2406
2013;79;m;atc;38333;2305
2013;80;m;atc;33511;2160
2013;81;m;atc;31011;2162
2013;82;m;atc;27758;2159
2013;83;m;atc;24204;2125
2013;84;m;atc;20290;1909
2013;85;m;atc;16874;1761
2013;86;m;atc;14304;1651
2013;87;m;atc;11612;1474
2013;88;m;atc;9442;1298
2013;89;m;atc;7438;1144
2013;90;m;atc;5862;1039
2013;91;m;atc;4379;832
2013;92;m;atc;3269;645
2013;93;m;atc;2211;508
2013;94;m;atc;1708;400
2013;95;m;atc;1156;332
2013;96;m;atc;790;224
2013;97;m;atc;548;171
2013;98;m;atc;368;99
2013;99;m;atc;248;74
2013;100;m;atc;161;58
2013;101;m;atc;99;33
2013;102;m;atc;48;28
2013;103;m;atc;36;15
2013;104;m;atc;13;7
2013;105;m;atc;15;7
2013;106;m;atc;5;3
2013;107;m;atc;2;1
2013;108;m;atc;1;0
2013;109;m;atc;1;0
2013;110;m;atc;3;1
2013;111;m;atc;0;0
2013;112;m;atc;0;0
2013;113;m;atc;0;0
2013;114;m;atc;0;0
2013;115;m;atc;0;0
2013;65;m;total;480989;9567
2013;66;m;total;471655;10452
2013;67;m;total;437432;10323
2013;68;m;total;414767;10727
2013;69;m;total;415040;11265
2013;70;m;total;385910;11575
2013;71;m;total;353781;11410
2013;72;m;total;328327;11525
2013;73;m;total;345121;12744
2013;74;m;total;303366;12350
2013;75;m;total;271031;12138
2013;76;m;total;247554;12020
2013;77;m;total;245157;12479
2013;78;m;total;213805;12105
2013;79;m;total;185871;11463
2013;80;m;total;171783;11456
2013;81;m;total;164530;11558
2013;82;m;total;149138;11419
2013;83;m;total;135713;11439
2013;84;m;total;114804;10489
2013;85;m;total;99906;9992
2013;86;m;total;87410;9336
2013;87;m;total;74041;8469
2013;88;m;total;63061;7808
2013;89;m;total;51667;6770
2013;90;m;total;42349;6242
2013;91;m;total;33080;5091
2013;92;m;total;26659;4301
2013;93;m;total;22478;3824
2013;94;m;total;17411;3142
2013;95;m;total;14243;2731
2013;96;m;total;10806;2184
2013;97;m;total;8331;1735
2013;98;m;total;6242;1247
2013;99;m;total;4219;1013
2013;100;m;total;3014;734
2013;101;m;total;2318;480
2013;102;m;total;1651;411
2013;103;m;total;1261;268
2013;104;m;total;597;162
2013;105;m;total;548;130
2013;106;m;total;459;133
2013;107;m;total;319;75
2013;108;m;total;174;52
2013;109;m;total;92;24
2013;110;m;total;57;12
2013;111;m;total;57;9
2013;112;m;total;52;7
2013;113;m;total;9;3
2013;114;m;total;5;1
2013;115;m;total;2;2
2013;65;m;api.urb;79226;1035
2013;66;m;api.urb;82876;1434
2013;67;m;api.urb;76641;1427
2013;68;m;api.urb;72762;1600
2013;69;m;api.urb;72435;1681
2013;70;m;api.urb;65897;1772
2013;71;m;api.urb;60118;1747
2013;72;m;api.urb;55529;1780
2013;73;m;api.urb;57713;1952
2013;74;m;api.urb;52211;2039
2013;75;m;api.urb;46132;2017
2013;76;m;api.urb;40840;1880
2013;77;m;api.urb;37664;1872
2013;78;m;api.urb;31386;1691
2013;79;m;api.urb;26883;1607
2013;80;m;api.urb;24565;1580
2013;81;m;api.urb;24445;1720
2013;82;m;api.urb;22858;1791
2013;83;m;api.urb;21779;1933
2013;84;m;api.urb;19891;1916
2013;85;m;api.urb;18348;1971
2013;86;m;api.urb;16374;1865
2013;87;m;api.urb;13482;1721
2013;88;m;api.urb;10951;1580
2013;89;m;api.urb;8790;1276
2013;90;m;api.urb;6946;1168
2013;91;m;api.urb;5334;979
2013;92;m;api.urb;3827;727
2013;93;m;api.urb;2813;656
2013;94;m;api.urb;2132;489
2013;95;m;api.urb;1617;397
2013;96;m;api.urb;1002;339
2013;97;m;api.urb;704;209
2013;98;m;api.urb;453;122
2013;99;m;api.urb;284;102
2013;100;m;api.urb;171;58
2013;101;m;api.urb;92;31
2013;102;m;api.urb;58;30
2013;103;m;api.urb;39;10
2013;104;m;api.urb;17;10
2013;105;m;api.urb;10;4
2013;106;m;api.urb;6;4
2013;107;m;api.urb;2;1
2013;108;m;api.urb;1;1
2013;109;m;api.urb;0;0
2013;110;m;api.urb;2;2
2013;111;m;api.urb;2;0
2013;112;m;api.urb;0;0
2013;113;m;api.urb;0;0
2013;114;m;api.urb;0;0
2013;115;m;api.urb;0;0
2013;65;m;api.rur;124949;1903
2013;66;m;api.rur;117075;1946
2013;67;m;api.rur;109744;1967
2013;68;m;api.rur;104900;2104
2013;69;m;api.rur;106413;2382
2013;70;m;api.rur;100569;2406
2013;71;m;api.rur;93457;2448
2013;72;m;api.rur;86032;2512
2013;73;m;api.rur;95515;2917
2013;74;m;api.rur;82252;2803
2013;75;m;api.rur;74892;2962
2013;76;m;api.rur;69906;3022
2013;77;m;api.rur;70959;3220
2013;78;m;api.rur;61065;3238
2013;79;m;api.rur;55624;3161
2013;80;m;api.rur;54506;3436
2013;81;m;api.rur;54396;3667
2013;82;m;api.rur;49110;3684
2013;83;m;api.rur;44694;3610
2013;84;m;api.rur;36957;3402
2013;85;m;api.rur;32014;3189
2013;86;m;api.rur;28608;3139
2013;87;m;api.rur;25531;2974
2013;88;m;api.rur;23174;2839
2013;89;m;api.rur;19534;2633
2013;90;m;api.rur;16537;2404
2013;91;m;api.rur;13423;2091
2013;92;m;api.rur;11727;1861
2013;93;m;api.rur;11088;1806
2013;94;m;api.rur;8987;1564
2013;95;m;api.rur;7845;1466
2013;96;m;api.rur;6465;1218
2013;97;m;api.rur;5120;1015
2013;98;m;api.rur;3967;775
2013;99;m;api.rur;2748;658
2013;100;m;api.rur;1908;466
2013;101;m;api.rur;1582;331
2013;102;m;api.rur;1151;278
2013;103;m;api.rur;883;195
2013;104;m;api.rur;422;115
2013;105;m;api.rur;371;93
2013;106;m;api.rur;305;92
2013;107;m;api.rur;190;49
2013;108;m;api.rur;92;32
2013;109;m;api.rur;38;11
2013;110;m;api.rur;30;6
2013;111;m;api.rur;35;5
2013;112;m;api.rur;24;6
2013;113;m;api.rur;1;0
2013;114;m;api.rur;2;0
2013;115;m;api.rur;1;1
2013;65;m;bpc;35864;835
2013;66;m;bpc;50073;1513
2013;67;m;bpc;52585;1733
2013;68;m;bpc;54015;1945
2013;69;m;bpc;57837;2129
2013;70;m;bpc;55902;2142
2013;71;m;bpc;51642;2128
2013;72;m;bpc;48858;2259
2013;73;m;bpc;52562;2586
2013;74;m;bpc;42499;2224
2013;75;m;bpc;35709;1961
2013;76;m;bpc;31851;1993
2013;77;m;bpc;33925;2076
2013;78;m;bpc;30310;1999
2013;79;m;bpc;24354;1859
2013;80;m;bpc;21143;1803
2013;81;m;bpc;18533;1529
2013;82;m;bpc;15666;1445
2013;83;m;bpc;13204;1306
2013;84;m;bpc;9333;1016
2013;85;m;bpc;7656;944
2013;86;m;bpc;5850;734
2013;87;m;bpc;4233;501
2013;88;m;bpc;3132;481
2013;89;m;bpc;2263;302
2013;90;m;bpc;1865;306
2013;91;m;bpc;1392;209
2013;92;m;bpc;1137;204
2013;93;m;bpc;1093;178
2013;94;m;bpc;714;132
2013;95;m;bpc;647;112
2013;96;m;bpc;482;104
2013;97;m;bpc;433;101
2013;98;m;bpc;369;78
2013;99;m;bpc;257;74
2013;100;m;bpc;271;58
2013;101;m;bpc;188;35
2013;102;m;bpc;142;30
2013;103;m;bpc;132;18
2013;104;m;bpc;65;18
2013;105;m;bpc;67;17
2013;106;m;bpc;94;29
2013;107;m;bpc;99;20
2013;108;m;bpc;58;13
2013;109;m;bpc;33;9
2013;110;m;bpc;16;3
2013;111;m;bpc;12;1
2013;112;m;bpc;9;1
2013;113;m;bpc;4;2
2013;114;m;bpc;1;1
2013;115;m;bpc;0;0
2014;65;m;atc;147021;1971
2014;66;m;atc;137997;2170
2014;67;m;atc;126783;2185
2014;68;m;atc;111827;2089
2014;69;m;atc;100941;2121
2014;70;m;atc;95397;2225
2014;71;m;atc;85430;2165
2014;72;m;atc;76590;2090
2014;73;m;atc;70112;2228
2014;74;m;atc;68365;2339
2014;75;m;atc;62214;2352
2014;76;m;atc;55571;2297
2014;77;m;atc;50050;2366
2014;78;m;atc;47700;2441
2014;79;m;atc;42280;2436
2014;80;m;atc;36041;2246
2014;81;m;atc;31336;2181
2014;82;m;atc;28859;2067
2014;83;m;atc;25615;2096
2014;84;m;atc;22142;1941
2014;85;m;atc;18436;1831
2014;86;m;atc;15187;1726
2014;87;m;atc;12697;1557
2014;88;m;atc;10166;1340
2014;89;m;atc;8195;1207
2014;90;m;atc;6308;1111
2014;91;m;atc;4852;942
2014;92;m;atc;3604;689
2014;93;m;atc;2663;606
2014;94;m;atc;1729;455
2014;95;m;atc;1299;371
2014;96;m;atc;890;254
2014;97;m;atc;582;167
2014;98;m;atc;409;140
2014;99;m;atc;264;83
2014;100;m;atc;166;62
2014;101;m;atc;107;45
2014;102;m;atc;67;20
2014;103;m;atc;31;15
2014;104;m;atc;22;5
2014;105;m;atc;11;4
2014;106;m;atc;7;5
2014;107;m;atc;3;0
2014;108;m;atc;2;0
2014;109;m;atc;1;0
2014;110;m;atc;1;0
2014;111;m;atc;3;2
2014;112;m;atc;0;0
2014;113;m;atc;0;0
2014;114;m;atc;0;0
2014;115;m;atc;0;0
2014;65;m;total;484725;9282
2014;66;m;total;502265;10971
2014;67;m;total;472131;10943
2014;68;m;total;433001;10824
2014;69;m;total;407910;11071
2014;70;m;total;406481;11794
2014;71;m;total;376412;11660
2014;72;m;total;343725;11373
2014;73;m;total;317664;11714
2014;74;m;total;332865;13000
2014;75;m;total;291468;12345
2014;76;m;total;259217;11995
2014;77;m;total;235863;11935
2014;78;m;total;232655;12622
2014;79;m;total;201672;11923
2014;80;m;total;174454;11106
2014;81;m;total;160144;11252
2014;82;m;total;152646;11162
2014;83;m;total;137201;11230
2014;84;m;total;123992;10819
2014;85;m;total;103805;9934
2014;86;m;total;89448;9388
2014;87;m;total;77640;8602
2014;88;m;total;65054;7863
2014;89;m;total;54886;6982
2014;90;m;total;44486;5988
2014;91;m;total;35811;5454
2014;92;m;total;27874;4405
2014;93;m;total;22199;3692
2014;94;m;total;18553;3167
2014;95;m;total;14233;2621
2014;96;m;total;11525;2279
2014;97;m;total;8642;1703
2014;98;m;total;6750;1299
2014;99;m;total;5002;984
2014;100;m;total;3264;731
2014;101;m;total;2313;537
2014;102;m;total;1847;370
2014;103;m;total;1275;279
2014;104;m;total;993;240
2014;105;m;total;472;110
2014;106;m;total;415;88
2014;107;m;total;365;65
2014;108;m;total;244;50
2014;109;m;total;129;28
2014;110;m;total;70;16
2014;111;m;total;40;13
2014;112;m;total;41;12
2014;113;m;total;41;9
2014;114;m;total;8;0
2014;115;m;total;4;0
2014;65;m;api.urb;82849;1026
2014;66;m;api.urb;92910;1550
2014;67;m;api.urb;85979;1718
2014;68;m;api.urb;77671;1717
2014;69;m;api.urb;72842;1726
2014;70;m;api.urb;72062;1844
2014;71;m;api.urb;64982;1803
2014;72;m;api.urb;59026;1845
2014;73;m;api.urb;54132;1932
2014;74;m;api.urb;56146;2116
2014;75;m;api.urb;50376;2111
2014;76;m;api.urb;44402;1987
2014;77;m;api.urb;39152;1965
2014;78;m;api.urb;35970;1949
2014;79;m;api.urb;29861;1694
2014;80;m;api.urb;25408;1648
2014;81;m;api.urb;23033;1652
2014;82;m;api.urb;22864;1636
2014;83;m;api.urb;21094;1845
2014;84;m;api.urb;19963;1908
2014;85;m;api.urb;18053;1775
2014;86;m;api.urb;16449;1892
2014;87;m;api.urb;14561;1711
2014;88;m;api.urb;11851;1553
2014;89;m;api.urb;9564;1341
2014;90;m;api.urb;7543;1129
2014;91;m;api.urb;5820;1021
2014;92;m;api.urb;4409;834
2014;93;m;api.urb;3155;654
2014;94;m;api.urb;2207;538
2014;95;m;api.urb;1679;415
2014;96;m;api.urb;1258;311
2014;97;m;api.urb;731;229
2014;98;m;api.urb;542;163
2014;99;m;api.urb;332;104
2014;100;m;api.urb;204;60
2014;101;m;api.urb;118;48
2014;102;m;api.urb;60;25
2014;103;m;api.urb;34;19
2014;104;m;api.urb;29;8
2014;105;m;api.urb;13;5
2014;106;m;api.urb;5;0
2014;107;m;api.urb;4;2
2014;108;m;api.urb;1;2
2014;109;m;api.urb;1;0
2014;110;m;api.urb;0;0
2014;111;m;api.urb;1;1
2014;112;m;api.urb;1;0
2014;113;m;api.urb;0;0
2014;114;m;api.urb;0;0
2014;115;m;api.urb;0;0
2014;65;m;api.rur;120143;1827
2014;66;m;api.rur;124423;2123
2014;67;m;api.rur;115712;2026
2014;68;m;api.rur;108081;2086
2014;69;m;api.rur;103093;2231
2014;70;m;api.rur;104302;2387
2014;71;m;api.rur;98330;2541
2014;72;m;api.rur;91206;2511
2014;73;m;api.rur;83678;2629
2014;74;m;api.rur;92647;3022
2014;75;m;api.rur;79611;2840
2014;76;m;api.rur;71986;2960
2014;77;m;api.rur;67020;3139
2014;78;m;api.rur;67813;3202
2014;79;m;api.rur;58005;3097
2014;80;m;api.rur;52630;3004
2014;81;m;api.rur;51184;3464
2014;82;m;api.rur;50788;3572
2014;83;m;api.rur;45505;3661
2014;84;m;api.rur;41120;3619
2014;85;m;api.rur;33633;3241
2014;86;m;api.rur;28943;3017
2014;87;m;api.rur;25617;2915
2014;88;m;api.rur;22672;2856
2014;89;m;api.rur;20368;2616
2014;90;m;api.rur;17081;2227
2014;91;m;api.rur;14327;2163
2014;92;m;api.rur;11542;1830
2014;93;m;api.rur;9969;1583
2014;94;m;api.rur;9420;1514
2014;95;m;api.rur;7534;1293
2014;96;m;api.rur;6515;1247
2014;97;m;api.rur;5375;1006
2014;98;m;api.rur;4270;750
2014;99;m;api.rur;3262;621
2014;100;m;api.rur;2186;471
2014;101;m;api.rur;1511;357
2014;102;m;api.rur;1281;259
2014;103;m;api.rur;903;190
2014;104;m;api.rur;705;178
2014;105;m;api.rur;328;81
2014;106;m;api.rur;284;69
2014;107;m;api.rur;242;38
2014;108;m;api.rur;140;31
2014;109;m;api.rur;67;11
2014;110;m;api.rur;27;8
2014;111;m;api.rur;22;4
2014;112;m;api.rur;26;7
2014;113;m;api.rur;20;5
2014;114;m;api.rur;1;0
2014;115;m;api.rur;2;0
2014;65;m;bpc;33941;787
2014;66;m;bpc;50096;1456
2014;67;m;bpc;53797;1682
2014;68;m;bpc;53543;1789
2014;69;m;bpc;53616;1966
2014;70;m;bpc;56709;2222
2014;71;m;bpc;54522;2169
2014;72;m;bpc;49816;2120
2014;73;m;bpc;46840;2153
2014;74;m;bpc;50049;2479
2014;75;m;bpc;40330;2191
2014;76;m;bpc;33715;1979
2014;77;m;bpc;29977;1807
2014;78;m;bpc;31787;2145
2014;79;m;bpc;28221;2071
2014;80;m;bpc;22547;1720
2014;81;m;bpc;19439;1624
2014;82;m;bpc;16937;1474
2014;83;m;bpc;14196;1381
2014;84;m;bpc;11950;1181
2014;85;m;bpc;8281;988
2014;86;m;bpc;6758;820
2014;87;m;bpc;5169;646
2014;88;m;bpc;3712;497
2014;89;m;bpc;2720;381
2014;90;m;bpc;1970;283
2014;91;m;bpc;1587;251
2014;92;m;bpc;1172;192
2014;93;m;bpc;964;164
2014;94;m;bpc;937;142
2014;95;m;bpc;599;105
2014;96;m;bpc;539;98
2014;97;m;bpc;384;86
2014;98;m;bpc;342;66
2014;99;m;bpc;289;51
2014;100;m;bpc;199;53
2014;101;m;bpc;219;35
2014;102;m;bpc;156;29
2014;103;m;bpc;115;35
2014;104;m;bpc;107;28
2014;105;m;bpc;53;9
2014;106;m;bpc;54;10
2014;107;m;bpc;77;22
2014;108;m;bpc;83;15
2014;109;m;bpc;45;12
2014;110;m;bpc;25;6
2014;111;m;bpc;10;5
2014;112;m;bpc;10;4
2014;113;m;bpc;6;1
2014;114;m;bpc;3;0
2014;115;m;bpc;1;0
2015;65;m;total;518237;9926
2015;66;m;total;505744;10854
2015;67;m;total;501968;11674
2015;68;m;total;466863;11652
2015;69;m;total;425542;11475
2015;70;m;total;399353;11638
2015;71;m;total;396562;12119
2015;72;m;total;365404;12188
2015;73;m;total;332402;12133
2015;74;m;total;305915;12349
2015;75;m;total;319389;13262
2015;76;m;total;278448;12885
2015;77;m;total;246699;12369
2015;78;m;total;223354;12518
2015;79;m;total;219125;12760
2015;80;m;total;189187;12103
2015;81;m;total;162563;11297
2015;82;m;total;148088;11423
2015;83;m;total;140269;11424
2015;84;m;total;125232;11063
2015;85;m;total;112132;10756
2015;86;m;total;92756;9907
2015;87;m;total;79234;9114
2015;88;m;total;68017;8619
2015;89;m;total;56415;7323
2015;90;m;total;47159;6708
2015;91;m;total;37819;5647
2015;92;m;total;29847;4896
2015;93;m;total;23120;4118
2015;94;m;total;18149;3277
2015;95;m;total;15226;2764
2015;96;m;total;11493;2187
2015;97;m;total;9251;1839
2015;98;m;total;6895;1397
2015;99;m;total;5406;1060
2015;100;m;total;3951;803
2015;101;m;total;2560;598
2015;102;m;total;1784;390
2015;103;m;total;1442;310
2015;104;m;total;1013;227
2015;105;m;total;746;158
2015;106;m;total;377;68
2015;107;m;total;336;68
2015;108;m;total;289;62
2015;109;m;total;204;32
2015;110;m;total;112;20
2015;111;m;total;54;11
2015;112;m;total;34;5
2015;113;m;total;33;3
2015;114;m;total;33;7
2015;115;m;total;6;1
2015;65;m;atc;159147;2163
2015;66;m;atc;145258;2170
2015;67;m;atc;135838;2295
2015;68;m;atc;124530;2402
2015;69;m;atc;109704;2254
2015;70;m;atc;98756;2257
2015;71;m;atc;93089;2357
2015;72;m;atc;83205;2289
2015;73;m;atc;74374;2303
2015;74;m;atc;67897;2237
2015;75;m;atc;65922;2438
2015;76;m;atc;59826;2492
2015;77;m;atc;53131;2458
2015;78;m;atc;47716;2387
2015;79;m;atc;45099;2462
2015;80;m;atc;39886;2419
2015;81;m;atc;33745;2241
2015;82;m;atc;29150;2126
2015;83;m;atc;26690;2183
2015;84;m;atc;23471;2128
2015;85;m;atc;20155;1968
2015;86;m;atc;16533;1847
2015;87;m;atc;13502;1709
2015;88;m;atc;11085;1485
2015;89;m;atc;8832;1237
2015;90;m;atc;6988;1167
2015;91;m;atc;5301;933
2015;92;m;atc;3982;769
2015;93;m;atc;2954;663
2015;94;m;atc;2074;493
2015;95;m;atc;1310;345
2015;96;m;atc;979;269
2015;97;m;atc;675;188
2015;98;m;atc;429;145
2015;99;m;atc;288;102
2015;100;m;atc;202;56
2015;101;m;atc;123;51
2015;102;m;atc;63;27
2015;103;m;atc;45;21
2015;104;m;atc;22;10
2015;105;m;atc;15;6
2015;106;m;atc;6;1
2015;107;m;atc;5;3
2015;108;m;atc;2;0
2015;109;m;atc;2;0
2015;110;m;atc;1;0
2015;111;m;atc;0;0
2015;112;m;atc;2;0
2015;113;m;atc;0;0
2015;114;m;atc;0;0
2015;115;m;atc;0;0
2015;65;m;api.urb;90943;1092
2015;66;m;api.urb;97334;1657
2015;67;m;api.urb;96437;1832
2015;68;m;api.urb;87025;1825
2015;69;m;api.urb;77805;1804
2015;70;m;api.urb;72380;1898
2015;71;m;api.urb;71179;1876
2015;72;m;api.urb;63795;1900
2015;73;m;api.urb;57595;1945
2015;74;m;api.urb;52548;2057
2015;75;m;api.urb;54253;2112
2015;76;m;api.urb;48409;2210
2015;77;m;api.urb;42558;2098
2015;78;m;api.urb;37286;2128
2015;79;m;api.urb;34221;1930
2015;80;m;api.urb;28267;1749
2015;81;m;api.urb;23921;1607
2015;82;m;api.urb;21521;1698
2015;83;m;api.urb;21178;1716
2015;84;m;api.urb;19355;1783
2015;85;m;api.urb;18143;1837
2015;86;m;api.urb;16224;1798
2015;87;m;api.urb;14617;1799
2015;88;m;api.urb;12810;1809
2015;89;m;api.urb;10334;1446
2015;90;m;api.urb;8229;1294
2015;91;m;api.urb;6415;1075
2015;92;m;api.urb;4836;924
2015;93;m;api.urb;3615;737
2015;94;m;api.urb;2525;589
2015;95;m;api.urb;1712;448
2015;96;m;api.urb;1305;353
2015;97;m;api.urb;963;265
